catname,catdesc,eventname,starttime,venuename,venuecity,venuestate,qtysold,pricepaid
Pop,All rock and pop music concerts,Dolly Parton,2008-03-08 14:00:00,American Airlines Center,Dallas,TX,2,966
Pop,All rock and pop music concerts,Ween,2008-02-12 19:00:00,Shea Stadium,New York City,NY,2,4606
Pop,All rock and pop music concerts,Kansas,2008-02-07 19:00:00,Turner Field,Atlanta,GA,2,2386
Plays,All non-musical theatre,Miss Julie,2008-02-22 20:00:00,Booth Theatre,New York City,NY,1,1175
Pop,All rock and pop music concerts,Idina Menzel,2008-03-04 19:30:00,American Airlines Center,Dallas,TX,2,278
Plays,All non-musical theatre,Macbeth,2008-03-07 20:00:00,Shubert Theatre,New York City,NY,2,346
Pop,All rock and pop music concerts,Idina Menzel,2008-03-16 14:00:00,Yankee Stadium,New York City,NY,2,346
Plays,All non-musical theatre,Macbeth,2008-02-18 15:00:00,Music Box Theatre,New York City,NY,4,596
Musicals,Musical theatre,Billy Elliot the Musical,2008-03-03 14:00:00,Pasadena Playhouse,Pasadena,CA,4,404
Plays,All non-musical theatre,Iphigenia,2008-03-23 14:30:00,Vivian Beaumont Theatre,New York City,NY,2,692
Pop,All rock and pop music concerts,Tony Bennett,2008-03-14 14:00:00,Arrowhead Stadium,Kansas City,MO,2,462
Pop,All rock and pop music concerts,Blake Shelton,2008-02-28 15:00:00,Toyota Center,Houston,TX,2,466
Pop,All rock and pop music concerts,Dolly Parton,2008-02-04 19:30:00,Monster Park,San Francisco,CA,2,508
Plays,All non-musical theatre,Rock 'n' Roll,2008-02-16 19:30:00,Ethel Barrymore Theatre,New York City,NY,4,900
Opera,All opera and light opera,Rusalka,2008-02-07 19:30:00,Detroit Opera House,Detroit,MI,1,210
Opera,All opera and light opera,La Sonnambula,2008-03-01 15:00:00,Grand 1894 Opera House,Galveston,TX,2,176
Plays,All non-musical theatre,A Doll's House,2008-03-17 15:00:00,August Wilson Theatre,New York City,NY,4,352
Musicals,Musical theatre,Mary Poppins,2008-02-16 14:00:00,Hilton Theatre,New York City,NY,2,290
Pop,All rock and pop music concerts,Steve Miller Band,2008-02-04 19:00:00,ARCO Arena,Sacramento,CA,4,444
Pop,All rock and pop music concerts,Tina Turner,2008-03-01 19:00:00,Pizza Hut Park,Frisco,TX,2,390
Musicals,Musical theatre,The Little Mermaid,2008-02-19 19:30:00,Studio 54,New York City,NY,2,254
Plays,All non-musical theatre,Rock 'n' Roll,2008-02-16 19:30:00,Ethel Barrymore Theatre,New York City,NY,2,576
Opera,All opera and light opera,L Elisir d Amore,2008-02-20 19:30:00,Lyric Opera House,Chicago,IL,2,914
Plays,All non-musical theatre,Waiting for Godot,2008-02-02 20:00:00,Winter Garden Theatre,New York City,NY,2,278
Pop,All rock and pop music concerts,Rick Springfield,2008-03-24 19:00:00,RFK Stadium,Washington,DC,2,268
Plays,All non-musical theatre,Passing Strange,2008-03-02 20:00:00,Paramount Theatre,Seattle,WA,1,422
Pop,All rock and pop music concerts,Kool and The Gang,2008-02-17 14:00:00,Louisiana Superdome,New Orleans,LA,1,316
Plays,All non-musical theatre,The Homecoming,2008-02-23 20:00:00,Ethel Barrymore Theatre,New York City,NY,3,354
Musicals,Musical theatre,O - Cirque du Soleil,2008-03-08 14:30:00,Venetian Hotel,Las Vegas,NV,1,139
Plays,All non-musical theatre,Woyzeck,2008-02-28 19:00:00,Booth Theatre,New York City,NY,2,876
Plays,All non-musical theatre,Cirque du Soleil,2008-02-23 14:30:00,Pasadena Playhouse,Pasadena,CA,2,478
Pop,All rock and pop music concerts,Black Eyed Peas,2008-03-06 19:00:00,Fox Theatre,Redwood City,CA,1,154
Pop,All rock and pop music concerts,Wilco,2008-03-06 19:30:00,Rexall Place,Edmonton,AB,2,244
Pop,All rock and pop music concerts,Coldplay,2008-03-05 15:00:00,Ford Field,Detroit,MI,1,175
Plays,All non-musical theatre,All My Sons,2008-02-17 19:30:00,Lunt-Fontanne Theatre,New York City,NY,1,265
Pop,All rock and pop music concerts,Suzanne Vega,2008-03-02 19:00:00,Time Warner Cable Arena,Charlotte,NC,3,954
Opera,All opera and light opera,La Damnation de Faust,2008-05-01 14:30:00,Metropolitan Opera,New York City,NY,1,193
Pop,All rock and pop music concerts,Kenny G,2008-03-19 14:00:00,Xcel Energy Center,St. Paul,MN,2,430
Plays,All non-musical theatre,Spring Awakening,2008-04-02 14:00:00,Booth Theatre,New York City,NY,2,352
Pop,All rock and pop music concerts,REO Speedwagon,2008-03-23 15:00:00,Quicken Loans Arena,Cleveland,OH,2,358
Pop,All rock and pop music concerts,Spoon,2008-03-19 19:30:00,Dodger Stadium,Los Angeles,CA,3,459
Pop,All rock and pop music concerts,Ice Cube,2008-03-25 14:00:00,Quicken Loans Arena,Cleveland,OH,4,512
Plays,All non-musical theatre,Woyzeck,2008-03-28 19:00:00,Bernard B. Jacobs Theatre,New York City,NY,1,20
Musicals,Musical theatre,Hairspray,2008-03-15 19:30:00,Curran Theatre,San Francisco,CA,3,276
Plays,All non-musical theatre,A Doll's House,2008-04-11 20:00:00,Carnegie Hall,New York City,NY,1,200
Plays,All non-musical theatre,The Tempest,2008-03-26 15:00:00,Nederlander Theatre,New York City,NY,1,287
Plays,All non-musical theatre,Avenue Q,2008-03-29 19:30:00,St. James Theatre,New York City,NY,2,632
Plays,All non-musical theatre,The Seagull,2008-03-17 20:00:00,Ethel Barrymore Theatre,New York City,NY,2,680
Pop,All rock and pop music concerts,Madonna,2008-03-25 20:00:00,HSBC Arena,Buffalo,NY,1,305
Pop,All rock and pop music concerts,Joe Satriani,2008-03-23 14:30:00,Cleveland Browns Stadium,Cleveland,OH,2,652
Pop,All rock and pop music concerts,Justin Timberlake,2008-03-19 14:00:00,Dick's Sporting Goods Park,Commerce City,CO,4,628
Pop,All rock and pop music concerts,Akon,2008-03-15 19:00:00,Wachovia Center,Philadelphia,PA,4,292
Plays,All non-musical theatre,The Seagull,2008-03-17 19:00:00,Vivian Beaumont Theatre,New York City,NY,2,240
Pop,All rock and pop music concerts,Crosby Stills Nash,2008-03-30 19:00:00,HP Pavilion at San Jose,San Jose,CA,1,76
Plays,All non-musical theatre,Romeo and Juliet,2008-03-29 15:00:00,Booth Theatre,New York City,NY,1,123
Plays,All non-musical theatre,The Caucasian Chalk Circle,2008-04-20 19:30:00,Booth Theatre,New York City,NY,2,762
Plays,All non-musical theatre,Hedda Gabler,2008-03-20 15:00:00,Shubert Theatre,New York City,NY,2,946
Musicals,Musical theatre,Legally Blonde,2008-03-14 14:30:00,John Golden Theatre,New York City,NY,1,338
Musicals,Musical theatre,Seven Brides for Seven Brothers,2008-04-16 15:00:00,Studio 54,New York City,NY,1,444
Opera,All opera and light opera,Gotterdammerung,2008-03-17 19:30:00,Kennedy Center Opera House,Washington,DC,1,227
Pop,All rock and pop music concerts,Chicago,2008-04-22 19:00:00,North Charleston Coliseum,Charleston,SC,4,1456
Pop,All rock and pop music concerts,Conor Oberst,2008-03-18 19:00:00,Qwest Field,Seattle,WA,1,391
Plays,All non-musical theatre,King Lear,2008-04-05 19:00:00,Walter Kerr Theatre,New York City,NY,1,306
Opera,All opera and light opera,Simon Boccanegra,2008-03-14 14:00:00,Grand 1894 Opera House,Galveston,TX,1,409
Pop,All rock and pop music concerts,Nick Cave,2008-03-17 15:00:00,Oracle Arena,Oakland,CA,2,958
Plays,All non-musical theatre,The Caretaker,2008-04-17 19:00:00,Lincoln Center for the Performing Arts,New York City,NY,1,79
Plays,All non-musical theatre,For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf,2008-03-21 15:00:00,Al Hirschfeld Theatre,New York City,NY,4,1844
Musicals,Musical theatre,Les Miserables,2008-03-12 14:00:00,Geffen Playhouse,Los Angeles,CA,3,1455
Musicals,Musical theatre,Les Miserables,2008-03-12 14:00:00,Geffen Playhouse,Los Angeles,CA,4,1940
Plays,All non-musical theatre,Macbeth,2008-04-13 19:30:00,August Wilson Theatre,New York City,NY,3,159
Pop,All rock and pop music concerts,Led Zeppelin,2008-04-16 15:00:00,Lincoln Financial Field,Philadelphia,PA,2,398
Plays,All non-musical theatre,Hedda Gabler,2008-03-16 14:30:00,John Golden Theatre,New York City,NY,4,416
Pop,All rock and pop music concerts,Conor Oberst,2008-04-04 19:30:00,Izod Center,East Rutherford,NJ,2,394
Musicals,Musical theatre,West Side Story,2008-04-11 15:00:00,Winter Garden Theatre,New York City,NY,1,33
Pop,All rock and pop music concerts,War,2008-03-24 19:30:00,Buck Shaw Stadium,Santa Clara,CA,2,378
Musicals,Musical theatre,Hairspray,2008-04-08 19:00:00,Palace Theatre,New York City,NY,2,614
Plays,All non-musical theatre,The Tempest,2008-03-26 15:00:00,Nederlander Theatre,New York City,NY,2,294
Pop,All rock and pop music concerts,Carrie Underwood,2008-04-01 14:00:00,Oriole Park at Camden Yards,Baltimore,MD,1,479
Pop,All rock and pop music concerts,Vampire Weekend,2008-03-12 14:00:00,Dodger Stadium,Los Angeles,CA,1,206
Pop,All rock and pop music concerts,Jimmy Eat World,2008-04-10 15:00:00,Jobing.com Arena,Glendale,AZ,2,258
Opera,All opera and light opera,La Damnation de Faust,2008-03-28 20:00:00,Los Angeles Opera,Los Angeles,CA,2,978
Pop,All rock and pop music concerts,Kenny Rogers,2008-03-31 19:00:00,Wachovia Center,Philadelphia,PA,1,484
Pop,All rock and pop music concerts,Pepe Aguilar,2008-04-02 14:00:00,Bradley Center,Milwaukee,WI,2,904
Plays,All non-musical theatre,Hamlet,2008-03-25 19:00:00,Lunt-Fontanne Theatre,New York City,NY,2,666
Plays,All non-musical theatre,The Caretaker,2008-03-21 19:30:00,The Broadway Theatre,New York City,NY,3,486
Pop,All rock and pop music concerts,Wisin y Yandel,2008-03-16 15:00:00,Honda Center,Anaheim,CA,2,720
Musicals,Musical theatre,Hairspray,2008-03-15 19:30:00,Curran Theatre,San Francisco,CA,2,820
Pop,All rock and pop music concerts,Umphreys McGee,2008-04-08 19:00:00,Miller Park,Milwaukee,WI,1,315
Pop,All rock and pop music concerts,Maroon 5,2008-03-27 15:00:00,Lambeau Field,Green Bay,WI,2,484
Pop,All rock and pop music concerts,Kenny Chesney,2008-03-12 14:00:00,Izod Center,East Rutherford,NJ,1,1104
Musicals,Musical theatre,Billy Elliot the Musical,2008-03-25 15:00:00,Lunt-Fontanne Theatre,New York City,NY,1,1656
Pop,All rock and pop music concerts,Kid Rock,2008-03-29 14:30:00,RBC Center,Raleigh,NC,2,3822
Pop,All rock and pop music concerts,Green Day,2008-03-20 14:00:00,Louisiana Superdome,New Orleans,LA,2,1910
Opera,All opera and light opera,Gotterdammerung,2008-03-15 14:30:00,Ellie Caulkins Opera House,Denver,CO,1,869
Pop,All rock and pop music concerts,Mike Gordon,2008-04-06 19:30:00,New Orleans Arena,New Orleans,LA,2,464
Musicals,Musical theatre,Hairspray,2008-03-15 19:30:00,Curran Theatre,San Francisco,CA,2,42
Opera,All opera and light opera,L Elisir d Amore,2008-04-23 19:00:00,Metropolitan Opera,New York City,NY,2,170
Plays,All non-musical theatre,Oedipus the King,2008-04-14 20:00:00,Helen Hayes Theatre,New York City,NY,1,174
Pop,All rock and pop music concerts,Trace Adkins,2008-02-09 19:30:00,Lucas Oil Stadium,Indianapolis,IN,4,588
Pop,All rock and pop music concerts,Colbie Caillat,2008-02-07 15:00:00,Monster Park,San Francisco,CA,2,508
Plays,All non-musical theatre,Spring Awakening,2008-03-06 14:30:00,The Broadway Theatre,New York City,NY,2,236
Pop,All rock and pop music concerts,Hot Chip,2008-03-12 15:00:00,Honda Center,Anaheim,CA,1,142
Plays,All non-musical theatre,Glengarry Glen Ross,2008-02-27 14:00:00,Longacre Theatre,New York City,NY,3,1296
Musicals,Musical theatre,Curtains,2008-02-28 15:00:00,Longacre Theatre,New York City,NY,2,110
Musicals,Musical theatre,Chicago,2008-03-16 19:00:00,Curran Theatre,San Francisco,CA,1,154
Musicals,Musical theatre,Beatles LOVE,2008-02-23 20:00:00,Wynn Hotel,Las Vegas,NV,1,189
Pop,All rock and pop music concerts,Oliver Dragojevic,2008-02-09 14:00:00,AT&T Park,San Francisco,CA,4,1308
Pop,All rock and pop music concerts,Zappa Plays Zappa,2008-03-22 19:30:00,Amway Arena,Orlando,FL,2,992
Pop,All rock and pop music concerts,Smash Mouth,2008-02-20 14:00:00,PNC Park,Pittsburgh,PA,1,146
Pop,All rock and pop music concerts,Jason Mraz,2008-03-25 19:00:00,Amway Arena,Orlando,FL,1,386
Pop,All rock and pop music concerts,Carcass,2008-03-19 15:00:00,General Motors Place,Vancouver,BC,4,652
Pop,All rock and pop music concerts,America,2008-03-01 14:00:00,Toyota Center,Houston,TX,1,156
Pop,All rock and pop music concerts,Wolf Parade,2008-02-22 15:00:00,RBC Center,Raleigh,NC,1,140
Musicals,Musical theatre,Mamma Mia!,2008-02-10 14:30:00,John Golden Theatre,New York City,NY,2,908
Plays,All non-musical theatre,The Cherry Orchard,2008-03-19 14:30:00,Lunt-Fontanne Theatre,New York City,NY,1,151
Pop,All rock and pop music concerts,Little River Band,2008-02-22 19:30:00,Coors Field,Denver,CO,4,804
Pop,All rock and pop music concerts,Smash Mouth,2008-02-20 14:00:00,PNC Park,Pittsburgh,PA,3,285
Plays,All non-musical theatre,The Caretaker,2008-03-21 19:30:00,The Broadway Theatre,New York City,NY,2,230
Pop,All rock and pop music concerts,Charlie Daniels Band,2008-03-02 19:30:00,Wrigley Field,Chicago,IL,1,23
Plays,All non-musical theatre,Spring Awakening,2008-03-12 19:00:00,Marquis Theatre,New York City,NY,1,194
Pop,All rock and pop music concerts,Zappa Plays Zappa,2008-03-05 19:00:00,Air Canada Centre,Toronto,ON,3,999
Pop,All rock and pop music concerts,Dolly Parton,2008-02-23 15:00:00,Saratoga Springs Performing Arts Center,Saratoga Springs,NY,1,123
Plays,All non-musical theatre,King Lear,2008-03-30 19:30:00,Al Hirschfeld Theatre,New York City,NY,2,366
Pop,All rock and pop music concerts,Matisyahu,2008-03-09 19:00:00,Bell Centre,Montreal,QC,1,351
Pop,All rock and pop music concerts,Bryan Adams,2008-03-17 14:00:00,Yankee Stadium,New York City,NY,1,146
Musicals,Musical theatre,Seven Brides for Seven Brothers,2008-02-23 20:00:00,Belasco Theatre,New York City,NY,2,78
Pop,All rock and pop music concerts,Stray Cats,2008-02-16 15:00:00,Target Center,Minneapolis,MN,1,162
Pop,All rock and pop music concerts,Michael Bolton,2008-02-28 14:00:00,Pepsi Center,Denver,CO,4,1016
Pop,All rock and pop music concerts,Rick Braun,2008-03-04 19:00:00,Hersheypark Stadium,Hershey,PA,2,930
Pop,All rock and pop music concerts,Buckcherry,2008-03-13 14:00:00,The Home Depot Center,Carson,CA,1,494
Plays,All non-musical theatre,A Streetcar Named Desire,2008-02-24 19:00:00,Longacre Theatre,New York City,NY,1,63
Pop,All rock and pop music concerts,War,2008-03-11 14:00:00,Rangers BallPark in Arlington,Arlington,TX,1,67
Pop,All rock and pop music concerts,Jack Johnson,2008-03-03 15:00:00,PNC Park,Pittsburgh,PA,4,6028
Pop,All rock and pop music concerts,Godsmack,2008-03-11 19:30:00,Reliant Stadium,Houston,TX,1,765
Pop,All rock and pop music concerts,G. Love and Special Sauce,2008-02-19 19:30:00,United Center,Chicago,IL,1,464
Musicals,Musical theatre,Seven Brides for Seven Brothers,2008-03-01 15:00:00,Belasco Theatre,New York City,NY,1,1828
Musicals,Musical theatre,Spamalot,2008-03-06 19:00:00,Biltmore Theatre,New York City,NY,1,2316
Plays,All non-musical theatre,Endgame,2008-02-24 14:00:00,Carnegie Hall,New York City,NY,1,120
Pop,All rock and pop music concerts,Tower of Power,2008-02-13 15:00:00,Arrowhead Stadium,Kansas City,MO,1,91
Plays,All non-musical theatre,The Frogs,2008-02-23 19:30:00,Ethel Barrymore Theatre,New York City,NY,1,179
Plays,All non-musical theatre,A Bronx Tale,2008-03-20 19:00:00,Pasadena Playhouse,Pasadena,CA,1,209
Opera,All opera and light opera,L Elisir d Amore,2008-03-20 14:00:00,Detroit Opera House,Detroit,MI,2,146
Pop,All rock and pop music concerts,Kansas,2008-02-07 19:00:00,Turner Field,Atlanta,GA,1,248
Opera,All opera and light opera,Thais,2008-02-17 14:00:00,Metropolitan Opera,New York City,NY,1,91
Pop,All rock and pop music concerts,Guitars and Saxes,2008-03-23 14:00:00,Nassau Veterans Memorial Coliseum,Uniondale,NY,1,59
Musicals,Musical theatre,Legally Blonde,2008-03-02 19:00:00,Bellagio Hotel,Las Vegas,NV,2,384
Pop,All rock and pop music concerts,Dandy Warhols,2008-02-13 19:30:00,The Palace of Auburn Hills,Auburn Hills,MI,3,561
Plays,All non-musical theatre,Othello,2008-03-14 19:30:00,Marquis Theatre,New York City,NY,2,182
Plays,All non-musical theatre,Macbeth,2008-03-12 19:30:00,Charles Playhouse,Boston,MA,1,53
Plays,All non-musical theatre,A Bronx Tale,2008-03-19 19:00:00,Bernard B. Jacobs Theatre,New York City,NY,1,146
Musicals,Musical theatre,Beatles LOVE,2008-03-01 20:00:00,Tropicana Hotel,Las Vegas,NV,2,468
Plays,All non-musical theatre,The Glass Menagerie,2008-03-08 14:00:00,Paramount Theatre,Seattle,WA,3,372
Pop,All rock and pop music concerts,Rick Braun,2008-03-04 19:00:00,Hersheypark Stadium,Hershey,PA,2,674
Opera,All opera and light opera,Orfeo ed Euridice,2008-02-23 14:30:00,Ellie Caulkins Opera House,Denver,CO,1,305
Pop,All rock and pop music concerts,Fab Faux,2008-02-14 19:30:00,Toyota Center,Houston,TX,2,238
Plays,All non-musical theatre,Spring Awakening,2008-03-26 19:00:00,Imperial Theatre,New York City,NY,1,160
Pop,All rock and pop music concerts,Tom Petty and the Heartbreakers,2008-02-13 19:00:00,Kauffman Stadium,Kansas City,MO,2,130
Pop,All rock and pop music concerts,Bad Company,2008-03-02 14:00:00,Oracle Arena,Oakland,CA,2,582
Pop,All rock and pop music concerts,Neil Diamond,2008-03-10 19:30:00,Chase Field,Phoenix,AZ,1,457
Plays,All non-musical theatre,The Seafarer,2008-02-07 19:00:00,Shubert Theatre,New York City,NY,4,140
Plays,All non-musical theatre,A Streetcar Named Desire,2008-02-24 19:00:00,Longacre Theatre,New York City,NY,3,1428
Plays,All non-musical theatre,Hedda Gabler,2008-04-07 19:00:00,Circle in the Square Theatre,New York City,NY,3,885
Pop,All rock and pop music concerts,Rancid,2008-03-15 14:00:00,Joe Louis Arena,Detroit,MI,1,411
Pop,All rock and pop music concerts,Rick Springfield,2008-03-24 19:00:00,RFK Stadium,Washington,DC,2,370
Pop,All rock and pop music concerts,Dropkick Murphys,2008-03-28 19:30:00,Ralph Wilson Stadium,Orchard Park,NY,2,808
Pop,All rock and pop music concerts,Indigo Girls,2008-03-23 15:00:00,General Motors Place,Vancouver,BC,2,932
Pop,All rock and pop music concerts,Dave Koz,2008-03-18 19:00:00,PETCO Park,San Diego,CA,2,540
Musicals,Musical theatre,Fiddler on the Roof,2008-03-02 20:00:00,Imperial Theatre,New York City,NY,1,108
Pop,All rock and pop music concerts,Nick Cave,2008-03-17 15:00:00,Oracle Arena,Oakland,CA,2,854
Plays,All non-musical theatre,The Cherry Orchard,2008-03-17 19:30:00,St. James Theatre,New York City,NY,2,716
Pop,All rock and pop music concerts,Eagles,2008-03-24 19:30:00,Dodger Stadium,Los Angeles,CA,4,1792
Pop,All rock and pop music concerts,Pepe Aguilar,2008-04-12 19:00:00,Staples Center,Los Angeles,CA,3,1047
Pop,All rock and pop music concerts,Commodores,2008-03-24 14:30:00,Madison Square Garden,New York City,NY,3,1338
Pop,All rock and pop music concerts,Commodores,2008-03-24 14:30:00,Madison Square Garden,New York City,NY,2,892
Musicals,Musical theatre,A Chorus Line,2008-03-09 19:00:00,Longacre Theatre,New York City,NY,2,228
Pop,All rock and pop music concerts,Willie Nelson,2008-04-14 19:30:00,null,null,null,4,940
Plays,All non-musical theatre,A Midsummer Night's Dream,2008-04-12 14:00:00,American Airlines Theatre,New York City,NY,2,642
Plays,All non-musical theatre,Thurgood,2008-03-25 19:00:00,Neil Simon Theatre,New York City,NY,1,135
Pop,All rock and pop music concerts,O.A.R.,2008-04-16 19:00:00,Oriole Park at Camden Yards,Baltimore,MD,1,472
Pop,All rock and pop music concerts,Zappa Plays Zappa,2008-03-17 19:30:00,Pizza Hut Park,Frisco,TX,1,179
Plays,All non-musical theatre,Iphigenia,2008-03-02 14:30:00,New Amsterdam Theatre,New York City,NY,2,600
Plays,All non-musical theatre,The Frogs,2008-04-02 20:00:00,Ethel Barrymore Theatre,New York City,NY,1,369
Plays,All non-musical theatre,The Cherry Orchard,2008-03-17 19:30:00,St. James Theatre,New York City,NY,4,688
Pop,All rock and pop music concerts,Suzanne Vega,2008-04-14 14:00:00,Citizens Bank Park,Philadelphia,PA,1,352
Musicals,Musical theatre,The Little Mermaid,2008-03-08 19:30:00,Eugene O'Neill Theatre,New York City,NY,1,382
Pop,All rock and pop music concerts,Ted Nugent,2008-03-06 19:30:00,Villa Montalvo,Saratoga,CA,1,328
Plays,All non-musical theatre,Uncle Vanya,2008-03-22 15:00:00,Nederlander Theatre,New York City,NY,3,1284
Pop,All rock and pop music concerts,Guitars and Saxes,2008-03-23 14:00:00,Nassau Veterans Memorial Coliseum,Uniondale,NY,1,99
Plays,All non-musical theatre,Macbeth,2008-03-29 14:30:00,George Gershwin Theatre,New York City,NY,1,415
Plays,All non-musical theatre,Macbeth,2008-03-29 14:30:00,George Gershwin Theatre,New York City,NY,3,1245
Opera,All opera and light opera,Orfeo ed Euridice,2008-03-16 19:00:00,Grand 1894 Opera House,Galveston,TX,2,2268
Plays,All non-musical theatre,Miss Julie,2008-03-08 14:00:00,Lunt-Fontanne Theatre,New York City,NY,2,2622
Plays,All non-musical theatre,The Frogs,2008-04-02 20:00:00,Ethel Barrymore Theatre,New York City,NY,2,1252
Pop,All rock and pop music concerts,Sara Evans,2008-03-01 14:00:00,HSBC Arena,Buffalo,NY,2,2470
Plays,All non-musical theatre,A Bronx Tale,2008-03-10 19:30:00,Eugene O'Neill Theatre,New York City,NY,1,2233
Opera,All opera and light opera,Boris Godunov,2008-03-28 14:00:00,War Memorial Opera House,San Francisco,CA,1,662
Pop,All rock and pop music concerts,Journey,2008-03-13 14:00:00,Rice-Eccles Stadium,Salt Lake City,UT,1,1662
Musicals,Musical theatre,Phantom of the Opera,2008-03-29 14:30:00,Bellagio Hotel,Las Vegas,NV,1,1631
Musicals,Musical theatre,Blue Man Group,2008-03-22 14:00:00,Venetian Hotel,Las Vegas,NV,3,1851
Musicals,Musical theatre,Blue Man Group,2008-03-22 14:00:00,Venetian Hotel,Las Vegas,NV,1,617
Musicals,Musical theatre,The King and I,2008-03-01 14:30:00,George Gershwin Theatre,New York City,NY,4,5968
Plays,All non-musical theatre,Macbeth,2008-03-01 19:00:00,Marquis Theatre,New York City,NY,1,28
Musicals,Musical theatre,Mamma Mia!,2008-03-06 14:30:00,Helen Hayes Theatre,New York City,NY,4,144
Pop,All rock and pop music concerts,Maze,2008-03-05 19:00:00,M&T Bank Stadium,Baltimore,MD,4,104
Musicals,Musical theatre,Blue Man Group,2008-03-22 14:00:00,Venetian Hotel,Las Vegas,NV,1,140
Plays,All non-musical theatre,Look Back in Anger,2008-04-01 14:00:00,Ambassador Theatre,New York City,NY,3,462
Musicals,Musical theatre,Mamma Mia!,2008-03-10 20:00:00,Majestic Theatre,New York City,NY,1,156
Plays,All non-musical theatre,Othello,2008-03-07 20:00:00,Shubert Theatre,New York City,NY,4,712
Pop,All rock and pop music concerts,Creedence Clearwater Revisited,2008-04-11 19:00:00,Turner Field,Atlanta,GA,2,56
Plays,All non-musical theatre,A Bronx Tale,2008-03-10 19:30:00,Eugene O'Neill Theatre,New York City,NY,2,128
Pop,All rock and pop music concerts,Luis Miguel,2008-03-05 14:00:00,Shea Stadium,New York City,NY,1,281
Opera,All opera and light opera,Carmen,2008-04-22 14:00:00,War Memorial Opera House,San Francisco,CA,2,228
Pop,All rock and pop music concerts,Enrique Iglesias,2008-03-03 15:00:00,AT&T Center,San Antonio,TX,1,246
Pop,All rock and pop music concerts,Dave Matthews Band,2008-03-10 19:00:00,Oracle Arena,Oakland,CA,2,432
Pop,All rock and pop music concerts,Red Hot Chili Peppers,2008-04-18 15:00:00,Scottrade Center,St. Louis,MO,2,232
Pop,All rock and pop music concerts,Jason Aldean,2008-03-13 14:00:00,Robertson Stadium,Houston,TX,4,384
Pop,All rock and pop music concerts,Hootie and the Blowfish,2008-03-11 19:00:00,RFK Stadium,Washington,DC,1,118
Pop,All rock and pop music concerts,Bloc Party,2008-03-28 15:00:00,Rangers BallPark in Arlington,Arlington,TX,2,310
Plays,All non-musical theatre,A Streetcar Named Desire,2008-03-16 19:30:00,Greek Theatre,Los Angeles,CA,4,1380
Opera,All opera and light opera,Orfeo ed Euridice,2008-03-19 14:30:00,Lyric Opera House,Chicago,IL,1,355
Plays,All non-musical theatre,King Lear,2008-03-06 20:00:00,Walter Kerr Theatre,New York City,NY,1,488
Pop,All rock and pop music concerts,Emmylou Harris,2008-03-22 15:00:00,Scotiabank Place,Ottawa,ON,2,576
Pop,All rock and pop music concerts,The Guess Who,2008-02-28 15:00:00,TD Banknorth Garden,Boston,MA,4,1376
Opera,All opera and light opera,The Magic Flute,2008-03-02 15:00:00,War Memorial Opera House,San Francisco,CA,2,956
Pop,All rock and pop music concerts,Calibash,2008-01-26 19:30:00,Tropicana Field,St. Petersburg,FL,1,202
Pop,All rock and pop music concerts,KT Tunstall,2008-02-18 19:30:00,Louisiana Superdome,New Orleans,LA,1,174
Pop,All rock and pop music concerts,Allman Brothers Band,2008-02-03 19:00:00,Rangers BallPark in Arlington,Arlington,TX,1,388
Pop,All rock and pop music concerts,Kid Rock,2008-03-11 14:00:00,Qualcomm Stadium,San Diego,CA,2,744
Pop,All rock and pop music concerts,Natasha Bedingfield,2008-03-08 15:00:00,Buck Shaw Stadium,Santa Clara,CA,1,376
Pop,All rock and pop music concerts,Michael Buble,2008-02-20 19:30:00,Qualcomm Stadium,San Diego,CA,1,449
Pop,All rock and pop music concerts,El Tri,2008-01-30 19:00:00,Amway Arena,Orlando,FL,2,610
Plays,All non-musical theatre,The Homecoming,2008-02-02 14:00:00,Walter Kerr Theatre,New York City,NY,2,108
Pop,All rock and pop music concerts,ZZ Top,2008-02-08 14:00:00,Sommet Center,Nashville,TN,2,518
Pop,All rock and pop music concerts,Kenny Rogers,2008-01-29 19:00:00,Shea Stadium,New York City,NY,1,89
Musicals,Musical theatre,Mary Poppins,2008-02-24 14:30:00,Hilton Theatre,New York City,NY,4,800
Plays,All non-musical theatre,Rhinoceros,2008-02-25 20:00:00,Gerald Schoenfeld Theatre,New York City,NY,2,220
Pop,All rock and pop music concerts,Umphreys McGee,2008-03-18 14:00:00,Raymond James Stadium,Tampa,FL,1,2136
Plays,All non-musical theatre,Julius Caesar,2008-03-04 15:00:00,Biltmore Theatre,New York City,NY,2,962
Pop,All rock and pop music concerts,David Sanborn,2008-02-06 19:30:00,HP Pavilion at San Jose,San Jose,CA,4,6596
Musicals,Musical theatre,Hairspray,2008-02-14 19:30:00,Walter Kerr Theatre,New York City,NY,2,4060
Pop,All rock and pop music concerts,KT Tunstall,2008-02-26 15:00:00,Rexall Place,Edmonton,AB,4,3788
Pop,All rock and pop music concerts,Suzanne Vega,2008-03-02 19:00:00,Time Warner Cable Arena,Charlotte,NC,1,563
Pop,All rock and pop music concerts,Tokyo Police Club,2008-02-04 15:00:00,University of Phoenix Stadium,Glendale,AZ,1,232
Pop,All rock and pop music concerts,Calibash,2008-01-26 19:30:00,Tropicana Field,St. Petersburg,FL,4,280
Musicals,Musical theatre,Hairspray,2008-01-29 15:00:00,Helen Hayes Theatre,New York City,NY,2,54
